Follower	Followee	Weight
469	5154	1.0
9142	538	1.0
9142	3522	1.0
9142	9235	1.0
9142	4609	1.0
6691	4969	1.0
3188	6264	1.0
5124	5755	1.0
5124	4743	1.0
9143	2041	1.0
8081	6953	1.0
6692	4565	1.0
6692	4359	1.0
825	6800	1.0
6693	4338	1.0
6693	6496	1.0
6693	7740	1.0
6693	7384	1.0
9144	7746	1.0
9144	4680	1.0
6694	3793	1.0
1552	9075	1.0
1552	8062	1.0
1553	5950	1.0
1553	3026	1.0
1553	6440	1.0
1553	1723	1.0
1553	2191	1.0
1553	8506	1.0
1553	4849	1.0
5126	7069	1.0
5126	5515	1.0
5127	4058	1.0
3190	763	1.0
3190	3175	1.0
3190	2969	1.0
3190	2259	1.0
3190	922	1.0
7061	6223	1.0
7061	4782	1.0
5128	6916	1.0
9145	4525	1.0
2708	1179	1.0
8012	5868	1.0
8012	2186	1.0
7150	4440	1.0
7150	4441	1.0
4039	9386	1.0
4039	10073	1.0
6695	3866	1.0
6695	2549	1.0
6695	1580	1.0
9990	2039	1.0
8082	8511	1.0
9146	8568	1.0
252	243	1.0
252	246	1.0
252	256	1.0
3192	2370	1.0
3192	5083	1.0
3192	6869	1.0
10333	4465	1.0
8084	4936	1.0
8084	4533	1.0
8084	7012	1.0
8084	10055	1.0
4859	8861	1.0
3193	4445	1.0
3193	5563	1.0
3193	4534	1.0
3193	3314	1.0
8085	9502	1.0
8085	9196	1.0
8085	9379	1.0
8085	4616	1.0
8085	2419	1.0
8085	10046	1.0
8085	10371	1.0
8085	6443	1.0
8085	9583	1.0
8085	6244	1.0
8085	6345	1.0
4211	2540	1.0
4211	9399	1.0
4211	691	1.0
4211	3898	1.0
4211	9114	1.0
4211	9388	1.0
9991	9606	1.0
6653	7456	1.0
5130	5366	1.0
5130	9665	1.0
1555	5929	1.0
5132	9075	1.0
5132	2259	1.0
5132	4353	1.0
5132	7371	1.0
5132	9429	1.0
5132	3356	1.0
5132	6940	1.0
5132	7477	1.0
5132	6964	1.0
5132	6179	1.0
5132	811	1.0
5132	5761	1.0
5132	4306	1.0
5132	5662	1.0
5132	1985	1.0
5132	6960	1.0
6697	2790	1.0
6697	9018	1.0
7550	9929	1.0
7550	10037	1.0
3195	3939	1.0
3196	2197	1.0
3196	2778	1.0
3196	3261	1.0
3196	4556	1.0
3196	4919	1.0
3196	1549	1.0
3196	3701	1.0
3196	5944	1.0
1557	4838	1.0
1557	2526	1.0
1557	760	1.0
5135	4901	1.0
5135	5551	1.0
5135	4060	1.0
5135	2563	1.0
5135	6480	1.0
5135	2954	1.0
3197	3239	1.0
9147	1579	1.0
9147	5673	1.0
9147	6639	1.0
9147	10199	1.0
9147	738	1.0
9147	734	1.0
9147	9353	1.0
9147	8363	1.0
9147	4272	1.0
9147	3634	1.0
9147	6051	1.0
9147	10148	1.0
5136	4461	1.0
5136	1575	1.0
5136	7130	1.0
4992	5024	1.0
5137	4567	1.0
3198	7585	1.0
1558	2189	1.0
1558	3190	1.0
1559	7746	1.0
1559	1297	1.0
1559	5727	1.0
1559	2586	1.0
1559	1727	1.0
1559	9707	1.0
7120	9751	1.0
6053	3586	1.0
6053	6523	1.0
6053	2672	1.0
6053	7395	1.0
6053	6641	1.0
3827	3980	1.0
3827	2054	1.0
3827	1656	1.0
9062	7323	1.0
3796	2772	1.0
3796	5312	1.0
3796	9159	1.0
3796	2751	1.0
3796	1314	1.0
3796	4383	1.0
3201	2715	1.0
3201	9522	1.0
6699	6765	1.0
6699	4757	1.0
6699	7529	1.0
5139	2039	1.0
5139	2730	1.0
5139	5540	1.0
5139	3590	1.0
5139	5324	1.0
2149	8810	1.0
2149	10023	1.0
2149	738	1.0
2149	9234	1.0
5639	9288	1.0
5639	2549	1.0
5639	1339	1.0
5639	8905	1.0
3202	1338	1.0
3202	8525	1.0
1782	8781	1.0
1782	3546	1.0
8007	3066	1.0
3204	9606	1.0
2152	5076	1.0
9992	9209	1.0
7063	8340	1.0
7063	8025	1.0
7063	5672	1.0
6702	8062	1.0
6702	7338	1.0
6702	1657	1.0
6702	6231	1.0
7633	1436	1.0
7633	1749	1.0
7633	6400	1.0
7633	9052	1.0
6703	7967	1.0
6703	5798	1.0
6703	1425	1.0
6703	5407	1.0
6703	1492	1.0
1561	3817	1.0
3205	6511	1.0
344	952	1.0
3206	9253	1.0
3206	3828	1.0
3206	3912	1.0
3206	1802	1.0
3206	7218	1.0
9340	9294	1.0
688	9926	1.0
688	7576	1.0
688	9222	1.0
688	3893	1.0
8918	1335	1.0
8918	9034	1.0
1563	738	1.0
8089	4226	1.0
5142	7257	1.0
1117	2061	1.0
1117	4682	1.0
1117	9044	1.0
9856	5070	1.0
9856	4873	1.0
10299	1278	1.0
5144	2431	1.0
5230	8690	1.0
3673	988	1.0
690	8154	1.0
691	5056	1.0
691	4211	1.0
10405	10163	1.0
9150	9275	1.0
6610	4533	1.0
8015	3438	1.0
8015	8422	1.0
1564	2004	1.0
5148	4071	1.0
692	10363	1.0
5149	1702	1.0
1566	2694	1.0
1566	1374	1.0
1566	3553	1.0
1566	5607	1.0
1566	4782	1.0
1566	4824	1.0
1566	4810	1.0
1566	2632	1.0
1566	5920	1.0
1566	8656	1.0
1566	2619	1.0
1566	2303	1.0
1566	10371	1.0
1566	8869	1.0
1566	9845	1.0
1566	4620	1.0
1566	8967	1.0
1566	6401	1.0
1566	5278	1.0
1566	8563	1.0
1566	4639	1.0
8921	2937	1.0
3209	6310	1.0
67	30	1.0
8093	2191	1.0
5151	2356	1.0
5151	4533	1.0
5151	4560	1.0
5152	776	1.0
5152	2780	1.0
5152	2730	1.0
4068	1578	1.0
4068	994	1.0
1567	2303	1.0
1567	4149	1.0
8088	9945	1.0
10528	9110	1.0
2623	3665	1.0
3211	9284	1.0
3211	6659	1.0
3211	218	1.0
95	9253	1.0
95	2616	1.0
6704	3469	1.0
6704	6133	1.0
6704	2850	1.0
6704	6639	1.0
5233	2621	1.0
9153	3090	1.0
9153	6968	1.0
6706	7941	1.0
1077	10148	1.0
1077	1792	1.0
4863	1494	1.0
8097	10371	1.0
8097	8174	1.0
8097	2623	1.0
8097	1726	1.0
8097	10485	1.0
5155	9303	1.0
5155	3853	1.0
358	10163	1.0
1571	779	1.0
1571	1707	1.0
1571	5759	1.0
1571	3226	1.0
1571	2602	1.0
1571	5691	1.0
1572	1663	1.0
5156	2854	1.0
4660	7370	1.0
6381	4803	1.0
6381	570	1.0
6381	2780	1.0
6381	1886	1.0
1573	6525	1.0
1017	5936	1.0
1017	1115	1.0
694	4578	1.0
1574	738	1.0
1574	7967	1.0
3214	4534	1.0
6326	4272	1.0
6326	6797	1.0
1836	3534	1.0
4019	7639	1.0
8017	6208	1.0
8017	8549	1.0
5158	3769	1.0
3384	8825	1.0
10014	6523	1.0
2157	9076	1.0
5159	4510	1.0
8098	6604	1.0
8099	1264	1.0
8099	1433	1.0
8099	4673	1.0
8100	7568	1.0
8100	7464	1.0
8100	3328	1.0
8100	1354	1.0
8100	3563	1.0
8100	6301	1.0
8100	2213	1.0
6611	7601	1.0
6707	5328	1.0
5160	1002	1.0
5160	7166	1.0
1512	2578	1.0
1512	8190	1.0
33	194	1.0
33	183	1.0
7423	4306	1.0
3217	8615	1.0
48	34	1.0
48	184	1.0
8101	9021	1.0
8101	10298	1.0
8102	4763	1.0
4664	9602	1.0
1575	6163	1.0
1575	5136	1.0
9155	6191	1.0
9155	6541	1.0
9155	6753	1.0
8103	2272	1.0
7554	9763	1.0
7554	1540	1.0
8104	9672	1.0
8104	7371	1.0
8104	8447	1.0
1019	1899	1.0
3908	10251	1.0
8105	5528	1.0
8106	4673	1.0
5837	930	1.0
4995	7954	1.0
1246	811	1.0
1246	9007	1.0
6709	586	1.0
8735	5153	1.0
5164	8783	1.0
5164	1157	1.0
5164	9277	1.0
5164	7179	1.0
6710	3987	1.0
5165	3310	1.0
5165	7241	1.0
3056	868	1.0
3056	4839	1.0
3056	4293	1.0
3056	4540	1.0
3056	5750	1.0
3056	2989	1.0
5166	2809	1.0
5166	1731	1.0
5166	1546	1.0
908	2039	1.0
908	2080	1.0
908	9425	1.0
908	4897	1.0
908	7092	1.0
8107	9123	1.0
6540	8723	1.0
6540	582	1.0
6540	5419	1.0
1508	4467	1.0
10268	1355	1.0
8108	4222	1.0
7935	6783	1.0
7935	9213	1.0
7935	6360	1.0
5167	4533	1.0
5167	4032	1.0
5167	570	1.0
8109	5866	1.0
8109	4784	1.0
6810	5695	1.0
5168	7192	1.0
2627	3887	1.0
533	3459	1.0
4666	1023	1.0
6711	1632	1.0
8110	3011	1.0
10444	3253	1.0
10444	9028	1.0
10444	8840	1.0
8111	5089	1.0
8111	7323	1.0
8111	3147	1.0
8111	2937	1.0
1578	2467	1.0
1578	9027	1.0
1578	1931	1.0
1578	3831	1.0
1578	9111	1.0
1578	8725	1.0
1578	2105	1.0
1578	7332	1.0
1578	4068	1.0
1578	3490	1.0
1578	1937	1.0
1578	3186	1.0
1578	9128	1.0
1578	8150	1.0
1578	684	1.0
1578	2735	1.0
1578	834	1.0
1578	1824	1.0
3220	4946	1.0
3220	4621	1.0
3220	811	1.0
3220	4378	1.0
3220	7176	1.0
3220	3665	1.0
7777	713	1.0
5169	6639	1.0
3221	5365	1.0
1579	3693	1.0
1579	2356	1.0
1579	4600	1.0
6712	1965	1.0
6712	5774	1.0
6712	2438	1.0
4135	2281	1.0
3222	3743	1.0
9632	1070	1.0
9632	3578	1.0
9632	3079	1.0
9632	8402	1.0
5190	2497	1.0
5190	2446	1.0
5190	7895	1.0
5190	899	1.0
2714	3002	1.0
111	188	1.0
111	20	1.0
360	10148	1.0
3149	8358	1.0
6713	574	1.0
6714	5425	1.0
3223	4945	1.0
9156	3244	1.0
9156	683	1.0
3224	7642	1.0
3224	8875	1.0
9157	2623	1.0
1582	1950	1.0
5172	3665	1.0
3225	4229	1.0
3225	4725	1.0
3225	8168	1.0
3225	2708	1.0
3225	8045	1.0
3225	7397	1.0
2870	5536	1.0
1583	4302	1.0
7056	7228	1.0
6715	4098	1.0
6716	2001	1.0
9158	9707	1.0
4024	5309	1.0
4024	2126	1.0
6903	10199	1.0
6903	1820	1.0
3227	803	1.0
9159	3953	1.0
9159	4533	1.0
9159	7428	1.0
9159	3546	1.0
9159	5999	1.0
9159	7124	1.0
9159	7601	1.0
9159	5662	1.0
9159	2080	1.0
9159	1939	1.0
9159	1519	1.0
9159	3796	1.0
3228	4975	1.0
8114	5662	1.0
8114	8649	1.0
8114	1469	1.0
8115	9369	1.0
8115	2138	1.0
1984	5930	1.0
6720	874	1.0
6720	8010	1.0
8116	8118	1.0
5175	5662	1.0
5175	1913	1.0
5175	7601	1.0
826	8803	1.0
826	1335	1.0
826	3132	1.0
826	7548	1.0
826	6892	1.0
826	7859	1.0
1879	3934	1.0
5176	10451	1.0
5176	8716	1.0
5176	4468	1.0
9161	10163	1.0
10457	9738	1.0
10457	330	1.0
10457	331	1.0
10457	108	1.0
9853	6301	1.0
9853	10181	1.0
9853	10148	1.0
9853	3913	1.0
9853	7568	1.0
9853	10531	1.0
9853	9914	1.0
9853	5727	1.0
9853	9647	1.0
9853	864	1.0
9853	9825	1.0
9853	9879	1.0
9853	10163	1.0
1513	3131	1.0
3830	6936	1.0
6812	8769	1.0
5177	2259	1.0
5177	8115	1.0
8117	3980	1.0
1586	1175	1.0
2896	6557	1.0
2115	2126	1.0
1587	8100	1.0
1587	2356	1.0
5178	2609	1.0
387	388	1.0
387	404	1.0
387	398	1.0
387	399	1.0
387	403	1.0
387	391	1.0
9919	756	1.0
9919	1579	1.0
1588	2617	1.0
1589	5691	1.0
1589	3688	1.0
1589	7644	1.0
8118	8116	1.0
8118	8384	1.0
8118	4897	1.0
9472	928	1.0
9472	3698	1.0
5179	861	1.0
5179	8079	1.0
5179	2552	1.0
5179	2308	1.0
1683	2371	1.0
8119	10472	1.0
9163	8633	1.0
9163	7338	1.0
9163	2291	1.0
9163	3953	1.0
9163	4946	1.0
9163	4867	1.0
9163	1027	1.0
9163	6024	1.0
9163	8491	1.0
9163	582	1.0
9163	2272	1.0
9163	1846	1.0
9163	9686	1.0
9163	8803	1.0
9163	8070	1.0
9163	9568	1.0
9163	10305	1.0
9163	7720	1.0
9163	7057	1.0
3236	2252	1.0
3236	5703	1.0
3236	287	1.0
3236	6686	1.0
3236	10092	1.0
6722	4462	1.0
3239	8415	1.0
3239	5303	1.0
3239	8426	1.0
3239	2829	1.0
9860	1770	1.0
8121	7092	1.0
6723	9743	1.0
6723	9724	1.0
8122	8668	1.0
8122	8474	1.0
8122	2634	1.0
8122	1377	1.0
9878	1335	1.0
4079	8534	1.0
4079	7006	1.0
6724	9647	1.0
6724	6546	1.0
6724	4825	1.0
3587	6391	1.0
10479	6644	1.0
1839	2008	1.0
9213	6658	1.0
9213	7935	1.0
9213	4960	1.0
9214	8777	1.0
9950	7568	1.0
8123	3085	1.0
8123	4213	1.0
8123	6249	1.0
397	405	1.0
397	391	1.0
397	386	1.0
397	389	1.0
8125	8493	1.0
1675	2191	1.0
1675	2113	1.0
1675	1584	1.0
400	405	1.0
400	386	1.0
4026	5904	1.0
4026	9288	1.0
8126	5850	1.0
9164	2667	1.0
10128	6571	1.0
8127	1919	1.0
6725	7427	1.0
6725	6499	1.0
6725	3944	1.0
6725	8927	1.0
3242	2998	1.0
3242	2337	1.0
3242	5533	1.0
3242	4054	1.0
3242	1199	1.0
1768	7366	1.0
1768	2561	1.0
1768	8880	1.0
3243	3473	1.0
1591	2114	1.0
4239	4676	1.0
8129	907	1.0
4273	2563	1.0
4273	4473	1.0
4273	6422	1.0
3244	9156	1.0
6726	2428	1.0
6726	1859	1.0
6726	6245	1.0
6726	1840	1.0
6726	2224	1.0
9455	6401	1.0
1026	2356	1.0
1026	2639	1.0
1026	5756	1.0
3245	5042	1.0
3245	3356	1.0
3245	6923	1.0
3245	2623	1.0
1592	1005	1.0
7341	8331	1.0
7341	5066	1.0
9165	4897	1.0
9165	8740	1.0
9165	5943	1.0
1156	7589	1.0
1156	7914	1.0
1156	8394	1.0
1156	6455	1.0
1156	660	1.0
1156	6534	1.0
1156	1441	1.0
1156	8232	1.0
1156	7371	1.0
1156	8402	1.0
1156	7606	1.0
1156	4197	1.0
1156	6400	1.0
1156	4284	1.0
1156	4294	1.0
1156	8515	1.0
1156	646	1.0
1156	10371	1.0
1156	9488	1.0
1156	9551	1.0
1156	1335	1.0
1156	1196	1.0
1156	6592	1.0
1156	3562	1.0
1156	9315	1.0
1156	8979	1.0
1156	7127	1.0
1156	2224	1.0
1156	7206	1.0
1156	1125	1.0
1156	3739	1.0
1156	9961	1.0
1156	2557	1.0
1156	7754	1.0
1593	5540	1.0
1593	5600	1.0
1881	3242	1.0
6814	4730	1.0
10389	6644	1.0
3247	8426	1.0
6728	9606	1.0
8131	6149	1.0
9166	4282	1.0
9166	6280	1.0
6729	9655	1.0
6729	2260	1.0
6730	2600	1.0
6730	3634	1.0
6730	738	1.0
7071	6496	1.0
7071	1979	1.0
1595	6260	1.0
1596	5727	1.0
2617	8323	1.0
2617	1588	1.0
2617	8554	1.0
2617	3855	1.0
6731	3861	1.0
6731	9697	1.0
1597	8568	1.0
9756	1005	1.0
4669	3651	1.0
5185	9021	1.0
5185	3099	1.0
5185	6950	1.0
5185	9631	1.0
6732	9379	1.0
6732	922	1.0
3250	6628	1.0
3251	9318	1.0
3063	4533	1.0
3063	3665	1.0
3252	738	1.0
3252	2401	1.0
3252	8259	1.0
3252	3129	1.0
3252	1260	1.0
3252	9484	1.0
3252	9429	1.0
3252	952	1.0
3252	6102	1.0
3252	7967	1.0
3252	1883	1.0
3252	10077	1.0
5188	7596	1.0
5188	2907	1.0
5188	4533	1.0
5205	4201	1.0
9879	10483	1.0
9879	9853	1.0
5207	4204	1.0
5207	2514	1.0
5207	6378	1.0
5207	8875	1.0
5207	881	1.0
5207	1899	1.0
6213	5727	1.0
6213	8128	1.0
6213	4368	1.0
6213	6214	1.0
5208	7353	1.0
9170	769	1.0
9170	9265	1.0
8137	4782	1.0
8137	4533	1.0
8137	734	1.0
9171	5453	1.0
3270	4445	1.0
3270	6030	1.0
3270	8725	1.0
3270	5864	1.0
3270	3368	1.0
6474	1070	1.0
6474	6563	1.0
6474	983	1.0
6474	4453	1.0
10217	9951	1.0
9172	1930	1.0
1609	4546	1.0
1609	2356	1.0
1609	4405	1.0
1609	1320	1.0
1609	1067	1.0
6744	4355	1.0
8138	2850	1.0
6745	3268	1.0
8139	8493	1.0
8139	8351	1.0
1610	2985	1.0
1612	9237	1.0
3272	6133	1.0
5558	4533	1.0
8140	8079	1.0
8141	8143	1.0
1613	7885	1.0
1613	1602	1.0
1613	5864	1.0
9174	7552	1.0
9174	2790	1.0
2155	7294	1.0
2155	7542	1.0
2155	4902	1.0
1614	9303	1.0
1614	606	1.0
9779	10052	1.0
3912	8259	1.0
3912	3206	1.0
3912	7347	1.0
3912	2398	1.0
9343	8391	1.0
9343	2230	1.0
8143	8141	1.0
6746	1899	1.0
7565	7751	1.0
7565	8128	1.0
5213	2143	1.0
1634	8562	1.0
5214	8693	1.0
5214	5660	1.0
8144	8868	1.0
3275	7787	1.0
5215	1033	1.0
5215	6677	1.0
5215	4731	1.0
10298	917	1.0
10298	1176	1.0
10298	9393	1.0
10298	1633	1.0
10298	8013	1.0
10298	8101	1.0
3276	6414	1.0
10447	9685	1.0
1340	3265	1.0
1616	932	1.0
1616	4326	1.0
8146	3834	1.0
8146	1663	1.0
1618	4533	1.0
5219	5072	1.0
5219	5316	1.0
5219	3129	1.0
8147	7315	1.0
8147	5590	1.0
8147	8061	1.0
535	324	1.0
7124	4946	1.0
7124	6977	1.0
7124	9159	1.0
1620	8860	1.0
1620	6402	1.0
10258	5588	1.0
4280	2246	1.0
4280	9671	1.0
3281	3266	1.0
3281	9606	1.0
3281	5307	1.0
3281	6349	1.0
1621	4003	1.0
3080	4389	1.0
9175	3944	1.0
8148	6133	1.0
5220	7642	1.0
5220	4681	1.0
5220	5025	1.0
5220	1171	1.0
5220	8219	1.0
5220	1712	1.0
7081	4841	1.0
8493	8125	1.0
8493	4533	1.0
8493	8861	1.0
1039	1050	1.0
3282	3767	1.0
6751	4301	1.0
9176	10199	1.0
9176	9647	1.0
9176	7099	1.0
9176	7280	1.0
2978	8384	1.0
3284	4227	1.0
5221	3438	1.0
8149	7468	1.0
8149	8840	1.0
6752	2343	1.0
3285	3467	1.0
3285	3779	1.0
10300	9757	1.0
1622	2481	1.0
5222	7414	1.0
9839	10110	1.0
707	7568	1.0
707	9249	1.0
4264	5755	1.0
4264	4405	1.0
4264	6249	1.0
5223	3653	1.0
5224	8805	1.0
5224	738	1.0
5224	2062	1.0
5224	2789	1.0
5224	3929	1.0
5224	2581	1.0
5224	4040	1.0
6753	5680	1.0
6753	9155	1.0
3289	5262	1.0
3289	8603	1.0
3289	2342	1.0
5248	6141	1.0
5248	8474	1.0
5248	4945	1.0
5248	9351	1.0
8150	9075	1.0
8150	3699	1.0
8150	4105	1.0
8150	1260	1.0
8150	5280	1.0
8150	1566	1.0
8150	6596	1.0
8150	5727	1.0
8150	6429	1.0
8150	2642	1.0
8150	9163	1.0
8150	8415	1.0
8150	7327	1.0
8150	2166	1.0
8150	1550	1.0
8150	6401	1.0
8150	8869	1.0
8150	6400	1.0
8150	4306	1.0
8150	3748	1.0
8150	1578	1.0
8150	6861	1.0
8150	2801	1.0
8150	4461	1.0
8150	5662	1.0
8150	3665	1.0
6754	6016	1.0
9128	3905	1.0
9128	3460	1.0
9128	1578	1.0
9128	2790	1.0
3290	2408	1.0
6755	7058	1.0
6755	8374	1.0
9177	8594	1.0
6756	7616	1.0
6756	3539	1.0
6756	952	1.0
6756	4334	1.0
6756	1099	1.0
6757	2134	1.0
5226	8595	1.0
5229	7376	1.0
5311	4577	1.0
6758	3591	1.0
6758	5727	1.0
6759	8640	1.0
4084	1848	1.0
8152	7214	1.0
8153	4383	1.0
8153	4533	1.0
8153	2173	1.0
9385	5195	1.0
2179	7138	1.0
2179	4620	1.0
2179	2656	1.0
2179	7351	1.0
2179	8631	1.0
112	179	1.0
112	120	1.0
5231	1998	1.0
5232	5358	1.0
1624	3532	1.0
1624	2429	1.0
1697	3951	1.0
1697	8425	1.0
113	145	1.0
113	137	1.0
113	132	1.0
113	179	1.0
113	126	1.0
113	125	1.0
113	120	1.0
8155	5415	1.0
8155	326	1.0
114	145	1.0
114	137	1.0
114	132	1.0
114	179	1.0
114	118	1.0
114	126	1.0
114	125	1.0
114	120	1.0
115	145	1.0
115	137	1.0
115	132	1.0
115	179	1.0
115	118	1.0
115	126	1.0
115	125	1.0
115	120	1.0
6761	4461	1.0
3294	8398	1.0
3294	3998	1.0
3294	4045	1.0
8156	6066	1.0
8156	9159	1.0
8156	8563	1.0
1625	625	1.0
1625	6378	1.0
1625	5119	1.0
7786	1935	1.0
7786	8258	1.0
7786	6522	1.0
8157	1767	1.0
8157	9577	1.0
8157	9031	1.0
5235	2345	1.0
116	115	1.0
116	130	1.0
116	112	1.0
116	118	1.0
116	126	1.0
8158	8826	1.0
5236	2000	1.0
9179	2592	1.0
8159	9499	1.0
8159	8254	1.0
3439	7507	1.0
3439	3022	1.0
3439	6627	1.0
3439	660	1.0
3439	3875	1.0
3296	5024	1.0
117	115	1.0
117	116	1.0
119	115	1.0
119	116	1.0
5237	4230	1.0
4136	3708	1.0
4136	1361	1.0
4136	4548	1.0
4136	4345	1.0
4136	7161	1.0
4136	5727	1.0
9180	1935	1.0
120	116	1.0
121	116	1.0
8935	9606	1.0
1628	1935	1.0
3297	7371	1.0
3298	2381	1.0
1629	1848	1.0
1629	738	1.0
122	139	1.0
3299	4293	1.0
9181	9594	1.0
9181	2672	1.0
3300	7412	1.0
5239	738	1.0
6762	1688	1.0
8162	953	1.0
6073	2826	1.0
6073	10164	1.0
6073	7548	1.0
6073	7989	1.0
6073	4490	1.0
6073	1360	1.0
6073	5623	1.0
6073	6892	1.0
6073	4460	1.0
6073	1181	1.0
6073	2008	1.0
6073	5822	1.0
6073	4326	1.0
6073	7702	1.0
6073	8099	1.0
6073	2321	1.0
6073	1066	1.0
6073	9885	1.0
6073	2217	1.0
6764	3242	1.0
5242	1005	1.0
5243	3668	1.0
5243	3119	1.0
5243	1824	1.0
3302	1717	1.0
124	139	1.0
124	127	1.0
124	130	1.0
124	112	1.0
3303	760	1.0
125	139	1.0
125	130	1.0
125	112	1.0
125	127	1.0
6765	6699	1.0
6765	4757	1.0
6765	1115	1.0
6765	9302	1.0
1631	3665	1.0
5244	7155	1.0
5244	1740	1.0
5244	1566	1.0
126	130	1.0
126	127	1.0
127	130	1.0
128	130	1.0
128	127	1.0
3915	1362	1.0
10260	8964	1.0
10260	8463	1.0
129	130	1.0
129	127	1.0
9183	1532	1.0
3306	953	1.0
3306	934	1.0
3306	5727	1.0
3306	4533	1.0
3306	922	1.0
3306	8068	1.0
3306	3463	1.0
9184	7568	1.0
9184	1099	1.0
130	127	1.0
130	133	1.0
3307	4526	1.0
2472	4533	1.0
2472	570	1.0
2472	6401	1.0
131	130	1.0
131	127	1.0
131	133	1.0
3308	2656	1.0
3308	1763	1.0
3308	2275	1.0
5245	4917	1.0
6734	5491	1.0
9185	10014	1.0
9185	6575	1.0
9185	5727	1.0
132	131	1.0
132	127	1.0
132	133	1.0
3310	803	1.0
3310	5165	1.0
3310	3660	1.0
3310	3416	1.0
8163	4497	1.0
8163	7570	1.0
8163	5251	1.0
8163	8596	1.0
8163	7198	1.0
1633	7890	1.0
1633	10298	1.0
1633	8363	1.0
133	131	1.0
133	127	1.0
3311	4468	1.0
6074	7945	1.0
138	134	1.0
138	147	1.0
138	158	1.0
138	148	1.0
138	155	1.0
138	175	1.0
138	166	1.0
140	147	1.0
140	134	1.0
140	148	1.0
140	155	1.0
140	175	1.0
140	166	1.0
140	158	1.0
141	134	1.0
141	147	1.0
141	158	1.0
141	148	1.0
141	155	1.0
141	175	1.0
141	166	1.0
1265	4171	1.0
142	134	1.0
142	147	1.0
142	158	1.0
142	148	1.0
142	155	1.0
142	175	1.0
142	166	1.0
317	2891	1.0
144	134	1.0
144	147	1.0
144	154	1.0
144	158	1.0
144	148	1.0
144	155	1.0
144	175	1.0
144	166	1.0
145	119	1.0
145	143	1.0
145	131	1.0
145	114	1.0
146	147	1.0
146	134	1.0
146	154	1.0
146	148	1.0
146	155	1.0
146	175	1.0
146	166	1.0
146	158	1.0
6769	7107	1.0
6769	3660	1.0
6769	7891	1.0
6769	9538	1.0
147	154	1.0
147	148	1.0
147	155	1.0
147	175	1.0
147	166	1.0
147	158	1.0
6770	1183	1.0
6770	4108	1.0
148	147	1.0
148	154	1.0
148	158	1.0
148	155	1.0
148	175	1.0
148	166	1.0
3892	6058	1.0
3892	2999	1.0
3892	7527	1.0
3892	8467	1.0
5249	2997	1.0
149	147	1.0
149	154	1.0
149	158	1.0
149	148	1.0
149	155	1.0
149	175	1.0
149	166	1.0
1953	2759	1.0
1953	1517	1.0
5250	2289	1.0
5250	4914	1.0
5250	1225	1.0
5250	2117	1.0
5250	3943	1.0
150	147	1.0
150	154	1.0
150	158	1.0
150	148	1.0
150	166	1.0
1638	6469	1.0
1638	7253	1.0
1638	7924	1.0
1638	7699	1.0
6772	8627	1.0
6772	2778	1.0
6772	3076	1.0
6772	8769	1.0
6772	6223	1.0
6772	8426	1.0
6772	5341	1.0
6773	9916	1.0
6774	1566	1.0
6774	5114	1.0
2658	1892	1.0
2658	2626	1.0
2658	2048	1.0
3315	5011	1.0
3315	3913	1.0
9967	5955	1.0
3316	4867	1.0
10002	4306	1.0
151	161	1.0
151	178	1.0
151	162	1.0
151	176	1.0
151	154	1.0
8164	7868	1.0
8164	5246	1.0
8164	5122	1.0
8164	1247	1.0
8164	6905	1.0
8164	2803	1.0
6775	8665	1.0
6775	6480	1.0
6775	7437	1.0
152	161	1.0
152	178	1.0
152	162	1.0
152	176	1.0
154	161	1.0
154	178	1.0
154	162	1.0
154	176	1.0
1042	2361	1.0
155	161	1.0
155	178	1.0
155	162	1.0
155	176	1.0
8166	2020	1.0
10267	10163	1.0
1704	4856	1.0
5251	983	1.0
5251	8666	1.0
5251	6889	1.0
5251	943	1.0
5251	8163	1.0
5251	5190	1.0
5251	6763	1.0
5251	613	1.0
5251	5727	1.0
3318	4735	1.0
3318	2439	1.0
1639	6802	1.0
4086	9540	1.0
4086	1240	1.0
3319	4307	1.0
156	161	1.0
156	173	1.0
156	150	1.0
156	176	1.0
156	168	1.0
156	138	1.0
8167	4782	1.0
9926	688	1.0
157	161	1.0
157	173	1.0
157	176	1.0
157	150	1.0
157	168	1.0
157	138	1.0
6608	802	1.0
337	9865	1.0
158	170	1.0
158	173	1.0
158	176	1.0
158	150	1.0
158	168	1.0
158	138	1.0
5252	2915	1.0
6343	3246	1.0
159	170	1.0
159	168	1.0
159	173	1.0
159	176	1.0
159	150	1.0
159	138	1.0
8168	985	1.0
8168	7231	1.0
8168	3497	1.0
8168	4042	1.0
8168	9505	1.0
8168	3167	1.0
8168	4301	1.0
8168	1420	1.0
8168	5839	1.0
8168	7956	1.0
8168	5593	1.0
8168	3225	1.0
8168	994	1.0
8168	8808	1.0
8168	7855	1.0
8168	3807	1.0
8168	4815	1.0
8168	7297	1.0
8168	5095	1.0
8168	1026	1.0
8168	1950	1.0
8168	5435	1.0
8168	3210	1.0
8168	3039	1.0
8168	280	1.0
8168	6481	1.0
8168	6601	1.0
8168	7723	1.0
8168	1982	1.0
8168	3002	1.0
3322	2786	1.0
3322	3482	1.0
160	170	1.0
160	173	1.0
160	150	1.0
160	163	1.0
160	168	1.0
160	151	1.0
160	171	1.0
160	138	1.0
161	170	1.0
161	173	1.0
